timestamp,thread,type,activity,pid,ttl,raw_message,process,subsystem,tags,message
2026-06-22 19:00:20.093177+00:00,0xdfe,Default,0x0,418,0,"WindowServer: (BackBoardHIDEventFoundation) [com.apple.BackBoard:EventDelivery] [keyboardFocus 0xca8d42170] setRules:forPID(418): [ [418-469D]; <keyboardFocus; iTerm2:0x0-0x10ea0e9>; () -> <pid: 88596>; reason: frontmost PSN --> outbound target, [418-469C]; <keyboardFocus; <frontmost>>; () -> <token: iTerm2:0x0-0x10ea0e9; pid: 418>; reason: frontmost PSN, [418-469B]; <keyboardFocus>; () -> <token: <frontmost>; pid: 418>; reason: Deferring to <frontmost> ]",WindowServer,"['BackBoardHIDEventFoundation', '418', '', '', '']","['com.apple.BackBoard:EventDelivery', 'keyboardFocus 0xca8d42170', ' [418-469D', '418-469C', '418-469B']","setRules:forPID: ; <keyboardFocus; iTerm2:0x0-0x10ea0e9>;  -> <pid: 88596>; reason: frontmost PSN --> outbound target, ; <keyboardFocus; <frontmost>>;  -> <token: iTerm2:0x0-0x10ea0e9; pid: 418>; reason: frontmost PSN, ; <keyboardFocus>;  -> <token: <frontmost>; pid: 418>; reason: Deferring to <frontmost> ]"
2026-06-22 19:00:20.093452+00:00,0xdfe,Default,0x0,418,0,"WindowServer: (BackBoardHIDEventFoundation) [com.apple.BackBoard:EventDelivery] chain did update (setDeferringRules) <keyboardFocus; display: null> containsEndOfChain: YES; [ <token: <frontmost>; pid: 418>, <token: iTerm2:0x0-0x10ea0e9; pid: 418>, <pid: 88596>, <token: viewbridge-key-window; pid: 88596> ]",WindowServer,"['BackBoardHIDEventFoundation', 'setDeferringRules']","['com.apple.BackBoard:EventDelivery', ' <token: <frontmost>; pid: 418>, <token: iTerm2:0x0-0x10ea0e9; pid: 418>, <pid: 88596>, <token: viewbridge-key-window; pid: 88596> ']",chain did update  <keyboardFocus; display: null> containsEndOfChain: YES;
2026-06-22 19:00:20.094370+00:00,0xdfe,Default,0x0,418,0,WindowServer: (FuseBoardServices) [com.apple.FuseBoard:SkyBridge] Process now frontmost: <private>,WindowServer,['FuseBoardServices'],['com.apple.FuseBoard:SkyBridge'],Process now frontmost: <private>
2026-06-22 19:00:20.094688+00:00,0x17b5ab5,Default,0x0,6036,0,deleted: [com.apple.cache_delete:daemon] Connecting to <private>,deleted,[],['com.apple.cache_delete:daemon'],Connecting to <private>
2026-06-22 19:00:20.094712+00:00,0x17b58d6,Activity,0x22696c5,428,0,runningboardd: (RunningBoard) acquireAssertionWithDescriptor,runningboardd,['RunningBoard'],[],acquireAssertionWithDescriptor
2026-06-22 19:00:20.094734+00:00,0x17b5ab5,Default,0x0,6036,0,deleted: (libxpc.dylib) [com.apple.xpc:connection] [0x85ccfbc00] activating connection: mach=false listener=false peer=false name=(anonymous),deleted,"['libxpc.dylib', 'anonymous']","['com.apple.xpc:connection', '0x85ccfbc00']",activating connection: mach=false listener=false peer=false name=
2026-06-22 19:00:20.094850+00:00,0x17b5325,Activity,0x22696c6,428,0,runningboardd: (RunningBoard) state update,runningboardd,['RunningBoard'],[],state update
2026-06-22 19:00:20.095636+00:00,0x17b58d6,Default,0x22696c5,428,7,"runningboardd: (RunningBoard) [com.apple.runningboard:ttl] Acquiring assertion targeting [app<application.com.googlecode.iterm2.141849201.141849221(501)>:88596] from originator [osservice<com.apple.WindowServer(88)>:418] with description <RBSAssertionDescriptor| ""FUSBFrontmostProcess"" ID:428-418-312689 target:88596 attributes:[ <RBSDomainAttribute| domain:""com.apple.fuseboard"" name:""Frontmost"" sourceEnvironment:""(null)"">, <RBSAcquisitionCompletionAttribute| policy:AfterApplication> ]>",runningboardd,"['RunningBoard', '501', '88', 'null']","['com.apple.runningboard:ttl', 'app<application.com.googlecode.iterm2.141849201.141849221>:88596', 'osservice<com.apple.WindowServer>:418', ' <RBSDomainAttribute| domain:""com.apple.fuseboard"" name:""Frontmost"" sourceEnvironment:"""">, <RBSAcquisitionCompletionAttribute| policy:AfterApplication> ']","Acquiring assertion targeting  from originator  with description <RBSAssertionDescriptor| ""FUSBFrontmostProcess"" ID:428-418-312689 target:88596 attributes:>"
2026-06-22 19:00:20.095707+00:00,0x17b58d6,Default,0x22696c5,428,7,runningboardd: (RunningBoard) [com.apple.runningboard:ttl] Assertion 428-418-312689 (target:[app<application.com.googlecode.iterm2.141849201.141849221(501)>:88596]) will be created as active,runningboardd,"['RunningBoard', 'target:[app<application.com.googlecode.iterm2.141849201.141849221(501']",['com.apple.runningboard:ttl'],Assertion 428-418-312689 >:88596]) will be created as active
2026-06-22 19:00:20.095947+00:00,0x17b577b,Default,0x22696c4,428,0,runningboardd: (RunningBoard) [com.apple.runningboard:process] [app<application.com.googlecode.iterm2.141849201.141849221(501)>:88596] Ignoring jetsam update because this process is not memory-managed,runningboardd,"['RunningBoard', '501']","['com.apple.runningboard:process', 'app<application.com.googlecode.iterm2.141849201.141849221>:88596']",Ignoring jetsam update because this process is not memory-managed
2026-06-22 19:00:20.095948+00:00,0x17b577b,Default,0x22696c4,428,0,runningboardd: (RunningBoard) [com.apple.runningboard:process] [app<application.com.googlecode.iterm2.141849201.141849221(501)>:88596] Ignoring suspend because this process is not lifecycle managed,runningboardd,"['RunningBoard', '501']","['com.apple.runningboard:process', 'app<application.com.googlecode.iterm2.141849201.141849221>:88596']",Ignoring suspend because this process is not lifecycle managed
2026-06-22 19:00:20.095992+00:00,0x17b577b,Default,0x22696c4,428,7,runningboardd: (RunningBoard) [com.apple.runningboard:ttl] [app<application.com.googlecode.iterm2.141849201.141849221(501)>:88596] Set darwin role to: UserInteractiveFocal,runningboardd,"['RunningBoard', '501']","['com.apple.runningboard:ttl', 'app<application.com.googlecode.iterm2.141849201.141849221>:88596']",Set darwin role to: UserInteractiveFocal
2026-06-22 19:00:20.095994+00:00,0x17b577b,Default,0x22696c4,428,0,runningboardd: (RunningBoard) [com.apple.runningboard:process] [app<application.com.googlecode.iterm2.141849201.141849221(501)>:88596] Ignoring GPU update because this process is not GPU managed,runningboardd,"['RunningBoard', '501']","['com.apple.runningboard:process', 'app<application.com.googlecode.iterm2.141849201.141849221>:88596']",Ignoring GPU update because this process is not GPU managed
2026-06-22 19:00:20.095995+00:00,0x17b577b,Default,0x22696c4,428,0,runningboardd: (RunningBoard) [com.apple.runningboard:process] [app<application.com.googlecode.iterm2.141849201.141849221(501)>:88596] Ignoring memory limit update because this process is not memory-managed,runningboardd,"['RunningBoard', '501']","['com.apple.runningboard:process', 'app<application.com.googlecode.iterm2.141849201.141849221>:88596']",Ignoring memory limit update because this process is not memory-managed
2026-06-22 19:00:20.096809+00:00,0x17b5698,Activity,0x22696c7,428,0,runningboardd: (RunningBoard) state update,runningboardd,['RunningBoard'],[],state update
2026-06-22 19:00:20.096836+00:00,0x17b577b,Default,0x22696c4,428,0,runningboardd: (RunningBoard) [com.apple.runningboard:monitor] Calculated state for app<application.com.googlecode.iterm2.141849201.141849221(501)>: running-active (role: UserInteractiveFocal) (endowments: <private>),runningboardd,"['RunningBoard', '501', 'role: UserInteractiveFocal', 'endowments: <private>']",['com.apple.runningboard:monitor'],Calculated state for app<application.com.googlecode.iterm2.141849201.141849221>: running-active
2026-06-22 19:00:20.096993+00:00,0x17b577b,Default,0x22696c5,428,0,runningboardd: (RunningBoard) [com.apple.runningboard:process] [app<application.com.googlecode.iterm2.141849201.141849221(501)>:88596] Ignoring jetsam update because this process is not memory-managed,runningboardd,"['RunningBoard', '501']","['com.apple.runningboard:process', 'app<application.com.googlecode.iterm2.141849201.141849221>:88596']",Ignoring jetsam update because this process is not memory-managed
2026-06-22 19:00:20.096994+00:00,0x17b577b,Default,0x22696c5,428,0,runningboardd: (RunningBoard) [com.apple.runningboard:process] [app<application.com.googlecode.iterm2.141849201.141849221(501)>:88596] Ignoring suspend because this process is not lifecycle managed,runningboardd,"['RunningBoard', '501']","['com.apple.runningboard:process', 'app<application.com.googlecode.iterm2.141849201.141849221>:88596']",Ignoring suspend because this process is not lifecycle managed
2026-06-22 19:00:20.096994+00:00,0x17b577b,Default,0x22696c5,428,0,runningboardd: (RunningBoard) [com.apple.runningboard:process] [app<application.com.googlecode.iterm2.141849201.141849221(501)>:88596] Ignoring GPU update because this process is not GPU managed,runningboardd,"['RunningBoard', '501']","['com.apple.runningboard:process', 'app<application.com.googlecode.iterm2.141849201.141849221>:88596']",Ignoring GPU update because this process is not GPU managed
2026-06-22 19:00:20.096996+00:00,0x17b577b,Default,0x22696c5,428,0,runningboardd: (RunningBoard) [com.apple.runningboard:process] [app<application.com.googlecode.iterm2.141849201.141849221(501)>:88596] Ignoring memory limit update because this process is not memory-managed,runningboardd,"['RunningBoard', '501']","['com.apple.runningboard:process', 'app<application.com.googlecode.iterm2.141849201.141849221>:88596']",Ignoring memory limit update because this process is not memory-managed
2026-06-22 19:00:20.097128+00:00,0x17b58d6,Default,0x22696c5,428,0,runningboardd: (RunningBoard) [com.apple.runningboard:monitor] Calculated state for app<application.com.googlecode.iterm2.141849201.141849221(501)>: running-active (role: UserInteractiveFocal) (endowments: <private>),runningboardd,"['RunningBoard', '501', 'role: UserInteractiveFocal', 'endowments: <private>']",['com.apple.runningboard:monitor'],Calculated state for app<application.com.googlecode.iterm2.141849201.141849221>: running-active
2026-06-22 19:00:20.097393+00:00,0x17b5325,Default,0x22696c4,428,0,"runningboardd: (RunningBoard) [com.apple.runningboard:connection] Inheritance changeset: <RBSInheritanceChangeSet| gained:{( <RBSInheritance| environment:(none) name:com.apple.launchservices.userfacing origID:428-387-312688 0>, <RBSInheritance| environment:(none) name:com.apple.launchservices.userfacing origID:428-387-312688 0> )} lost:{( )}>",runningboardd,"['RunningBoard', ' <RBSInheritance| environment:(none', 'none', ' ']",['com.apple.runningboard:connection'],"Inheritance changeset: <RBSInheritanceChangeSet| gained:{ name:com.apple.launchservices.userfacing origID:428-387-312688 0>, <RBSInheritance| environment: name:com.apple.launchservices.userfacing origID:428-387-312688 0> )} lost:{}>"
2026-06-22 19:00:20.097803+00:00,0x17b5698,Activity,0x22696c8,428,0,runningboardd: (RunningBoard) invalidateAssertionWithIdentifier,runningboardd,['RunningBoard'],[],invalidateAssertionWithIdentifier
2026-06-22 19:00:20.097821+00:00,0x17b5698,Default,0x22696c8,428,7,runningboardd: (RunningBoard) [com.apple.runningboard:ttl] Invalidating assertion 428-387-312685 (target:[app<application.com.microsoft.VSCode.131226780.131226786(501)>:6701]) from originator [osservice<com.apple.coreservices.launchservicesd>:387],runningboardd,"['RunningBoard', 'target:[app<application.com.microsoft.VSCode.131226780.131226786(501']","['com.apple.runningboard:ttl', 'osservice<com.apple.coreservices.launchservicesd>:387']",Invalidating assertion 428-387-312685 >:6701]) from originator
2026-06-22 19:00:20.097883+00:00,0x17b5698,Activity,0x22696c9,428,0,runningboardd: (RunningBoard) invalidateAssertionWithIdentifier,runningboardd,['RunningBoard'],[],invalidateAssertionWithIdentifier
2026-06-22 19:00:20.097894+00:00,0x17b5698,Default,0x22696c9,428,7,runningboardd: (RunningBoard) [com.apple.runningboard:ttl] Invalidating assertion 428-418-312686 (target:[app<application.com.microsoft.VSCode.131226780.131226786(501)>:6701]) from originator [osservice<com.apple.WindowServer(88)>:418],runningboardd,"['RunningBoard', 'target:[app<application.com.microsoft.VSCode.131226780.131226786(501', '88']","['com.apple.runningboard:ttl', 'osservice<com.apple.WindowServer>:418']",Invalidating assertion 428-418-312686 >:6701]) from originator
2026-06-22 19:00:20.097917+00:00,0x17b5698,Activity,0x22696ca,428,0,runningboardd: (RunningBoard) acquireAssertionWithDescriptor,runningboardd,['RunningBoard'],[],acquireAssertionWithDescriptor
2026-06-22 19:00:20.098009+00:00,0x17b5698,Default,0x22696ca,428,7,"runningboardd: (RunningBoard) [com.apple.runningboard:ttl] Acquiring assertion targeting [app<application.com.googlecode.iterm2.141849201.141849221(501)>:88596] from originator [osservice<com.apple.coreservices.launchservicesd>:387] with description <RBSAssertionDescriptor| ""notification:88596"" ID:428-387-312690 target:88596 attributes:[ <RBSDomainAttribute| domain:""com.apple.launchservicesd"" name:""LSNotification"" sourceEnvironment:""(null)""> ]>",runningboardd,"['RunningBoard', '501', 'null']","['com.apple.runningboard:ttl', 'app<application.com.googlecode.iterm2.141849201.141849221>:88596', 'osservice<com.apple.coreservices.launchservicesd>:387', ' <RBSDomainAttribute| domain:""com.apple.launchservicesd"" name:""LSNotification"" sourceEnvironment:""""> ']","Acquiring assertion targeting  from originator  with description <RBSAssertionDescriptor| ""notification:88596"" ID:428-387-312690 target:88596 attributes:>"
2026-06-22 19:00:20.098456+00:00,0x17b54fc,Activity,0x22674b8,88596,0,iTerm2: (RunningBoardServices) didChangeInheritances,iTerm2,['RunningBoardServices'],[],didChangeInheritances
2026-06-22 19:00:20.098637+00:00,0x17b55b5,Default,0x0,75286,0,bluetoothd: [com.apple.bluetooth:Server.Core] SystemSettings Foreground App now changed : <private>,bluetoothd,[],['com.apple.bluetooth:Server.Core'],SystemSettings Foreground App now changed : <private>
2026-06-22 19:00:20.098638+00:00,0x17b55b5,Default,0x0,75286,0,bluetoothd: [com.apple.bluetooth:Server.Core] Foreground App is now <private>,bluetoothd,[],['com.apple.bluetooth:Server.Core'],Foreground App is now <private>
2026-06-22 19:00:20.098708+00:00,0x17b55b5,Default,0x0,75286,0,bluetoothd: [com.apple.bluetooth:Server.Audio] notify Foreground app changed :<private>,bluetoothd,[],['com.apple.bluetooth:Server.Audio'],notify Foreground app changed :<private>
2026-06-22 19:00:20.098775+00:00,0x17b5698,Default,0x22696ca,428,7,runningboardd: (RunningBoard) [com.apple.runningboard:ttl] Assertion 428-387-312690 (target:[app<application.com.googlecode.iterm2.141849201.141849221(501)>:88596]) will be created as active,runningboardd,"['RunningBoard', 'target:[app<application.com.googlecode.iterm2.141849201.141849221(501']",['com.apple.runningboard:ttl'],Assertion 428-387-312690 >:88596]) will be created as active
2026-06-22 19:00:20.099097+00:00,0x17b577e,Activity,0x22696cb,428,0,runningboardd: (RunningBoard) state update,runningboardd,['RunningBoard'],[],state update
2026-06-22 19:00:20.102469+00:00,0x17b58d6,Default,0x22696ca,428,0,runningboardd: (RunningBoard) [com.apple.runningboard:process] [app<application.com.googlecode.iterm2.141849201.141849221(501)>:88596] Ignoring jetsam update because this process is not memory-managed,runningboardd,"['RunningBoard', '501']","['com.apple.runningboard:process', 'app<application.com.googlecode.iterm2.141849201.141849221>:88596']",Ignoring jetsam update because this process is not memory-managed
2026-06-22 19:00:20.102508+00:00,0x17b58d6,Default,0x22696ca,428,0,runningboardd: (RunningBoard) [com.apple.runningboard:process] [app<application.com.googlecode.iterm2.141849201.141849221(501)>:88596] Ignoring suspend because this process is not lifecycle managed,runningboardd,"['RunningBoard', '501']","['com.apple.runningboard:process', 'app<application.com.googlecode.iterm2.141849201.141849221>:88596']",Ignoring suspend because this process is not lifecycle managed
2026-06-22 19:00:20.102511+00:00,0x17b58d6,Default,0x22696ca,428,0,runningboardd: (RunningBoard) [com.apple.runningboard:process] [app<application.com.googlecode.iterm2.141849201.141849221(501)>:88596] Ignoring GPU update because this process is not GPU managed,runningboardd,"['RunningBoard', '501']","['com.apple.runningboard:process', 'app<application.com.googlecode.iterm2.141849201.141849221>:88596']",Ignoring GPU update because this process is not GPU managed
2026-06-22 19:00:20.102513+00:00,0x17b58d6,Default,0x22696ca,428,0,runningboardd: (RunningBoard) [com.apple.runningboard:process] [app<application.com.googlecode.iterm2.141849201.141849221(501)>:88596] Ignoring memory limit update because this process is not memory-managed,runningboardd,"['RunningBoard', '501']","['com.apple.runningboard:process', 'app<application.com.googlecode.iterm2.141849201.141849221>:88596']",Ignoring memory limit update because this process is not memory-managed
2026-06-22 19:00:20.103354+00:00,0x17b5325,Default,0x22696c4,428,0,runningboardd: (RunningBoard) [com.apple.runningboard:connection] Inheritance changeset: <RBSInheritanceChangeSet| gained:{( <RBSInheritance| environment:(none) name:com.apple.frontboard.visibility origID:428-418-312689 0> )} lost:{( )}>,runningboardd,"['RunningBoard', ' <RBSInheritance| environment:(none', ' ']",['com.apple.runningboard:connection'],Inheritance changeset: <RBSInheritanceChangeSet| gained:{ name:com.apple.frontboard.visibility origID:428-418-312689 0> )} lost:{}>
2026-06-22 19:00:20.103516+00:00,0x17b54fc,Activity,0x22674b9,88596,0,iTerm2: (RunningBoardServices) didChangeInheritances,iTerm2,['RunningBoardServices'],[],didChangeInheritances
2026-06-22 19:00:20.103682+00:00,0x17b577b,Default,0x22696ca,428,0,runningboardd: (RunningBoard) [com.apple.runningboard:monitor] Calculated state for app<application.com.googlecode.iterm2.141849201.141849221(501)>: running-active (role: UserInteractiveFocal) (endowments: <private>),runningboardd,"['RunningBoard', '501', 'role: UserInteractiveFocal', 'endowments: <private>']",['com.apple.runningboard:monitor'],Calculated state for app<application.com.googlecode.iterm2.141849201.141849221>: running-active
2026-06-22 19:00:20.103933+00:00,0x17b57f5,Activity,0x2269648,690,0,gamepolicyd: (RunningBoardServices) observedProcessStatesDidChange,gamepolicyd,['RunningBoardServices'],[],observedProcessStatesDidChange
2026-06-22 19:00:20.104496+00:00,0x17b57f5,Default,0x2269648,690,0,"gamepolicyd: (RunningBoardServices) [com.apple.runningboard:monitor] Received state update for 88596 (app<application.com.googlecode.iterm2.141849201.141849221(501)>, running-active-NotVisible",gamepolicyd,"['RunningBoardServices', 'app<application.com.googlecode.iterm2.141849201.141849221(501']",['com.apple.runningboard:monitor'],"Received state update for 88596 >, running-active-NotVisible"
2026-06-22 19:00:20.108594+00:00,0x17b569b,Activity,0x2269649,690,0,gamepolicyd: (RunningBoardServices) observedProcessStatesDidChange,gamepolicyd,['RunningBoardServices'],[],observedProcessStatesDidChange
